report_id,occur_location,shift_type,location_type,crime_description,occur_neighborhood,occur_latitude,occur_longitude,occur_time
172651023,1944 PIEDMONT CIR NE,Day Watch,14,LARCENY-NON VEHICLE,Piedmont Heights,33.81069,-84.36785,2017-09-22 09:00:00
172651113,2507 DONALD LEE HOLLOWELL PKWY NW,Morning Watch,18,LARCENY-NON VEHICLE,Center Hill,33.775909999999996,-84.46762,2017-09-19 04:00:00
172651155,3405 LENOX RD NE ,Day Watch,14,LARCENY-NON VEHICLE,Lenox,33.847809999999996,-84.35996999999999,2017-09-22 10:50:00
172651265,178 MOURY AVE SW,Day Watch,26,LARCENY-NON VEHICLE,The Villages at Carver,33.71347,-84.39079,2017-09-22 08:30:00
172651338,2030 DELANO DR NE,Day Watch,20,LARCENY-NON VEHICLE,Kirkwood,33.7554,-84.32113000000001,2017-09-22 12:00:00
172650025,1570  MONROE DR NE,Morning Watch,23,ROBBERY-PEDESTRIAN,Piedmont Heights,33.797909999999995,-84.36978,2017-09-21 23:30:00
172650716,921 WESTMORELAND CIR NW,Day Watch,,AUTO THEFT,West Highlands,33.789559999999994,-84.44919,2017-09-21 20:15:00
172650736,594 WIMBLEDON RD NE,Morning Watch,18,AUTO THEFT,Piedmont Heights,33.80656,-84.36740999999999,2017-09-21 23:00:00
172651107,3131 CAMPBELLTON RD SW @WESTGATE PLAZA,Morning Watch,18,AUTO THEFT,Southwest,33.69149,-84.49234,2017-09-22 02:00:00
172651603,1320 W PACES FERRY RD NW,Day Watch,18,AUTO THEFT,West Paces Ferry/Northside,33.84881,-84.43064,2017-09-17 13:15:00
172652428,999 BRADY AVE NW,Evening Watch,18,AUTO THEFT,Home Park,33.7817,-84.41338,2017-09-22 19:23:00
172652783,532 CLEVELAND AVE SW,Morning Watch,26,AUTO THEFT,Hammond Park,33.68116,-84.4059,2017-09-22 22:30:00
172652819,850 NORTHSIDE DR NW,Morning Watch,18,AUTO THEFT,Marietta Street Artery,33.77805,-84.40753000000001,2017-09-22 16:00:00
172652870,270 17TH ST NW,Morning Watch,20,AUTO THEFT,Atlantic Station,33.791090000000004,-84.39761,2017-09-22 23:15:00
172570708,3041 Piedmont Road SE,Day Watch,13,AUTO THEFT,Center Hill,33.76361,-84.46556,2017-09-14 08:00:00
172650144,495 WHITEHALL ST SW,Morning Watch,18,AGG ASSAULT,Castleberry Hill,33.74378,-84.40373000000001,2017-09-22 00:00:00
172650431,605 BOULEVARD NE,Morning Watch,18,AGG ASSAULT,Old Fourth Ward,33.77094,-84.37168,2017-09-22 03:20:00
172650532,550 PEACHTREE ST NE,Morning Watch,13,AGG ASSAULT,Downtown,33.76951,-84.38526999999999,2017-09-22 04:30:00
172651794,1754 RICHMOND CIR SE,Evening Watch,20,AGG ASSAULT,Lakewood Heights,33.70698,-84.3745,2017-09-21 17:00:00
172652379,310 DARGAN PL SW,Evening Watch,20,AGG ASSAULT,West End,33.746590000000005,-84.42409,2017-09-22 18:45:00
172652805,CAMPBELLTON RD SW / BARGE RD SW,Morning Watch,13,AGG ASSAULT,Meadowbrook Forest,33.69019,-84.50624,2017-09-22 22:30:00
172652860,250 PIEDMONT AVE NE @HILTON OFFICE TOWER,Morning Watch,14,AGG ASSAULT,Downtown,33.76126,-84.38223,2017-09-22 23:00:00
172650725,898 PROCTOR ST NW,Day Watch,13,AGG ASSAULT,English Avenue,33.76488,-84.41702,2017-09-22 07:15:00
172651099,28 GERTRUDE PL NW,Day Watch,20,AGG ASSAULT,Grove Park,33.77629,-84.44475,2017-09-22 10:00:00
172652120,1870 MYRTLE DR SW,Evening Watch,26,AGG ASSAULT,Campbellton Road,33.7043,-84.45487,2017-09-22 17:30:00
172652269,1337 DOUGLAS ST SW,Evening Watch,13,AGG ASSAULT,Mozley Park,33.75163,-84.4313,2017-09-22 18:00:00
172652700,3280 PEACHTREE RD NE,Evening Watch,99,AGG ASSAULT,North Buckhead,33.8445,-84.37017,2017-09-22 21:40:00
172652386,891 OAKHILL AVE SW,Evening Watch,20,BURGLARY-RESIDENCE,Adair Park,33.730579999999996,-84.40937,2017-09-20 18:00:00
172651672,209 EDGEWOOD AVE SE ,Evening Watch,12,BURGLARY-NONRES,Downtown,33.75434,-84.38015,2017-09-21 08:00:00
172650193,310 SKIPPER PL NW,Morning Watch,26,BURGLARY-RESIDENCE,Collier Heights,33.78184,-84.49163,2017-09-20 15:00:00
172651485,1715 DEFOOR AVE NW,Day Watch,,BURGLARY-RESIDENCE,Underwood Hills,33.80186,-84.41965,2017-09-22 13:00:00
172651691,1694 ABNER CT NW,Evening Watch,20,BURGLARY-RESIDENCE,Carver Hills,33.80188,-84.4662,2017-09-21 13:00:00
172652010,740 SIDNEY MARCUS BLVD NE,Evening Watch,26,BURGLARY-RESIDENCE,Lindbergh/Morosgo,33.82598,-84.36335,2017-09-21 07:45:00
172652672,580 HILL ST SE,Evening Watch,20,BURGLARY-RESIDENCE,Grant Park,33.73863,-84.37895,2017-09-22 21:26:00
172660938,738 LEXINGTON AVE SW,Day Watch,20,BURGLARY-RESIDENCE,Adair Park,33.72417,-84.41181999999999,2017-09-23 08:00:00
172661296,670 NEW TOWN CIR SE,Evening Watch,26,BURGLARY-RESIDENCE,Thomasville Heights,33.7066,-84.36403,2017-09-23 12:00:00
172661356,1636 S OLYMPIAN WAY SW,Day Watch,20,BURGLARY-RESIDENCE,Westview,33.7359,-84.44175,2017-09-13 12:00:00
172661456,855 MARTIN ST SE,Evening Watch,20,BURGLARY-RESIDENCE,Peoplestown,33.73122,-84.38447,2017-09-21 00:00:00
172661049,554 PIEDMONT AVE NE,Day Watch,3,BURGLARY-NONRES,Downtown,33.76954,-84.38206,2017-09-23 10:15:00
172660023,806 MAGNOLIA WAY NW ,Morning Watch,20,BURGLARY-RESIDENCE,Vine City,33.75805,-84.41408,2017-09-22 11:30:00
172660201,1407 PEACHTREE PARK DR NE,Morning Watch,20,BURGLARY-RESIDENCE,,33.8137,-84.38936,2017-09-23 00:15:00
172661205,400 FAIRBURN RD SW,Day Watch,20,BURGLARY-RESIDENCE,Fairburn Mays,33.74366,-84.50936,2017-09-23 08:40:00
172661663,716 MYRTLE ST NE,Evening Watch,18,BURGLARY-RESIDENCE,Midtown,33.77406,-84.38022,2017-09-23 15:55:00
172652952,1031 CAMILLA ST SW,Morning Watch,20,AGG ASSAULT,Ashview Heights,33.75052,-84.42169,2017-09-22 22:25:00
172660781,921 RALPH D ABERNATHY BLVD SW,Day Watch,18,AGG ASSAULT,West End,33.73807,-84.41811,2017-09-23 08:20:00
172661606,470 16TH ST NW,Evening Watch,26,AGG ASSAULT,Home Park,33.7883,-84.40387,2017-09-23 15:30:00
172661286,2637 OLD HAPEVILLE RD SW,Day Watch,26,AGG ASSAULT,Glenrose Heights,33.677040000000005,-84.3968,2017-09-23 12:00:00
172661471,117 HOWARD ST NW,Evening Watch,20,AGG ASSAULT,Penelope Neighbors,33.753370000000004,-84.45266,2017-09-23 14:15:00
172662033,180 UNIVERSITY AVE SW,Evening Watch,18,AGG ASSAULT,Peoplestown,33.72242,-84.39325,2017-09-23 18:55:00
172660314,9 S EUGENIA PL NW,Morning Watch,20,AGG ASSAULT,Grove Park,33.77574,-84.45416,2017-09-23 02:12:00
172661230,1754 RICHMOND CIRCLE SE,Day Watch,26,AGG ASSAULT,Lakewood Heights,33.70698,-84.3745,2017-09-22 22:00:00
172662476,421 EDGEWOOD AVE SE,Morning Watch,3,AGG ASSAULT,Sweet Auburn,33.75423,-84.37373000000001,2017-09-23 22:15:00
172662262,807 CASCADE AVENUE SW,Evening Watch,8,ROBBERY-COMMERCIAL,Cascade Avenue/Road,33.73318,-84.4378,2017-09-23 20:25:00
172660520,1295 MARCY ST SE,Morning Watch,13,AUTO THEFT,South Atlanta,33.71937,-84.38665999999999,2017-09-23 02:30:00
172660711,109 PARK AVE SE,Day Watch,13,AUTO THEFT,South Atlanta,33.71201,-84.3864,2017-09-23 06:45:00
172661155,3188 ROSWELL RD NW,Morning Watch,3,AUTO THEFT,South Tuxedo Park,33.84196,-84.37901,2017-09-23 02:30:00
172661382,1801 HOWELL MILL RD NW,Day Watch,12,AUTO THEFT,Berkeley Park,33.80448,-84.41348,2017-09-23 13:24:00
172661786,61 NORTH AVE NW @THE VARSITY,Evening Watch,,AUTO THEFT,Midtown,33.77133,-84.38942,2017-09-23 16:45:00
172661921,582 ROCK ST NW,Evening Watch,20,AUTO THEFT,Vine City,33.76206,-84.40664,2017-09-23 17:00:00
172662117,1545 NORTHSIDE DR NW,Evening Watch,18,AUTO THEFT,Loring Heights,33.79746,-84.40773,2017-09-23 19:38:00
172662299,2845 3RD AVE SW,Evening Watch,99,AUTO THEFT,Hammond Park,33.67707,-84.40332,2017-09-23 21:00:00
172660347,555 WHITEHALL ST SW,Morning Watch,18,ROBBERY-PEDESTRIAN,Mechanicsville,33.74302,-84.40573,2017-09-23 02:20:00
172661163,160 PINE ST NE ,Day Watch,13,ROBBERY-PEDESTRIAN,Downtown,33.76757,-84.3829,2017-09-23 11:36:00
172661931,226 RALPH DAVID ABERNATHY BLVD ,Evening Watch,12,LARCENY-NON VEHICLE,Summerhill,33.73373,-84.38473,2017-09-23 14:00:00
172660933,1230 WESTRIDGE RD SW,Morning Watch,20,LARCENY-NON VEHICLE,Venetian Hills,33.7215,-84.44674,2017-09-23 00:00:00
172661318,964 DELAWARE AVE SE,Evening Watch,20,LARCENY-NON VEHICLE,Ormewood Park,33.7313,-84.35603,2017-09-23 12:45:00
172661615,300 TED TURNER DR NW,Day Watch,14,LARCENY-NON VEHICLE,Downtown,33.76273,-84.38911999999999,2017-09-23 10:00:00
172660809,1130 DONALD LEE HOLLOWELL PKWY NW,Day Watch,29,LARCENY-FROM VEHICLE,Bankhead,33.77271,-84.42444,2017-09-23 00:05:00
172661181,36 JOHN PORTMAN BLVD NE,Day Watch,18,LARCENY-FROM VEHICLE,Downtown,33.76086,-84.38511,2017-09-22 20:00:00
172660668,2111 CAMPBELLTON RD SW,Morning Watch,12,LARCENY-NON VEHICLE,Adams Park,33.70612,-84.4585,2017-09-23 02:00:00
172660798,25 PEACHTREE ST SE,Day Watch,12,LARCENY-NON VEHICLE,Downtown,33.75445,-84.38954,2017-09-23 08:33:00
172661057,3393 PEACHTREE RD NE,Day Watch,24,LARCENY-NON VEHICLE,Lenox,33.84884,-84.36475,2017-09-23 10:44:00
172661075,3509 MARTIN L KING JR DR NW,Day Watch,8,LARCENY-NON VEHICLE,Adamsville,33.75781,-84.5026,2017-09-23 10:40:00
172661192,1801 HOWELL MILL RD NW,Day Watch,24,LARCENY-NON VEHICLE,Berkeley Park,33.80448,-84.41348,2017-09-23 11:50:00
172661207,3015 JONESBORO RD,Day Watch,23,LARCENY-NON VEHICLE,Orchard Knob,33.67217,-84.3724,2017-09-23 12:04:00
172661214,74 NORTHSIDE DR SW,Day Watch,23,LARCENY-NON VEHICLE,Castleberry Hill,33.75227,-84.40273,2017-09-23 12:01:00
172661256,2625 PIEDMONT RD NE,Day Watch,8,LARCENY-NON VEHICLE,Lindbergh/Morosgo,33.82678,-84.36699,2017-09-23 12:00:00
172661276,100 LAKEWOOD WAY SW,Day Watch,23,LARCENY-NON VEHICLE,Lakewood Heights,33.69932,-84.39232,2017-09-23 12:14:00
172661489,218 PEACHTREE ST NW,Day Watch,8,LARCENY-NON VEHICLE,Downtown,33.76028,-84.38768,2017-09-23 14:20:00
172661570,595 PIEDMONT AVE NE @PUBLIX - PIEDMONT,Evening Watch,12,LARCENY-NON VEHICLE,Old Fourth Ward,33.77094,-84.38178,2017-09-23 15:00:00
172661586,1275 CAROLINE ST NE ,Evening Watch,8,LARCENY-NON VEHICLE,Edgewood,33.758309999999994,-84.34638000000001,2017-09-23 15:45:00
172661653,835 MARTIN L KING JR DR NW,Evening Watch,12,LARCENY-NON VEHICLE,Vine City,33.75479,-84.41448000000001,2017-09-23 15:59:00
172661940,3730 CARMIA DR SW @PUBLIX - CARMIA,Evening Watch,12,LARCENY-NON VEHICLE,Princeton Lakes,33.65528,-84.5102,2017-09-23 18:03:00
172662031,25 PEACHTREE ST SE,Evening Watch,9,LARCENY-NON VEHICLE,Downtown,33.75445,-84.38954,2017-09-23 18:30:00
172662070,1990 DONALD LEE HOLLOWELL PKWY NW,Evening Watch,12,LARCENY-NON VEHICLE,Grove Park,33.77663,-84.44981,2017-09-23 19:00:00
172660348,699 PRYOR ST SW,Morning Watch,13,LARCENY-FROM VEHICLE,Mechanicsville,33.7359,-84.39471999999999,2017-09-23 02:25:00
172660397,2 MATHIESON PL NE,Morning Watch,18,LARCENY-FROM VEHICLE,Buckhead Forest,33.84271,-84.37678000000001,2017-09-23 02:00:00
172660463,94 LUCY ST SE,Morning Watch,13,LARCENY-FROM VEHICLE,Sweet Auburn,33.75162,-84.37326,2017-09-23 03:34:00
172660554,868 JOSEPH E BOONE BLVD NW,Morning Watch,18,LARCENY-FROM VEHICLE,Vine City,33.76337,-84.41606,2017-09-23 03:00:00
172660564,79 W PACES FERRY RD NW @CALL BOX 17,Morning Watch,,LARCENY-FROM VEHICLE,South Tuxedo Park,33.84063,-84.38259000000001,2017-09-22 21:30:00
172660615,1034 BLUE RIDGE AVE NE,Morning Watch,13,LARCENY-FROM VEHICLE,Poncey-Highland,33.77252,-84.35365,2017-09-22 19:21:00
172660622,450 CAPITOL AVE SE @CARTER HALL,Morning Watch,14,LARCENY-FROM VEHICLE,Summerhill,33.742059999999995,-84.38768,2017-09-23 05:00:00
172660630,795 POLLARD BLVD SW,Morning Watch,99,LARCENY-FROM VEHICLE,Summerhill,33.73328,-84.391,2017-09-22 21:30:00
172660700,2318 HAVENRIDGE DR NW,Day Watch,18,LARCENY-FROM VEHICLE,Peachtree Battle Alliance,33.81831,-84.39993,2017-09-22 19:00:00
172660773,615 NORFLEET RD NW,Day Watch,18,LARCENY-FROM VEHICLE,Springlake,33.81278,-84.40866,2017-09-23 03:31:00
172660780,757 CLEVELAND AVE SW,Day Watch,23,LARCENY-FROM VEHICLE,Perkerson,33.681329999999996,-84.41363,2017-09-23 08:20:00
172660818,349 PATTERSON AVE SE,Day Watch,20,LARCENY-FROM VEHICLE,East Atlanta,33.74403,-84.34299,2017-09-22 23:00:00
172660861,1337 PEACHTREE ST NE,Unknown,,LARCENY-FROM VEHICLE,Midtown,33.79121,-84.3854,2017-09-22 08:00:00
172660952,2680 COLGAN CT SE,Day Watch,20,LARCENY-FROM VEHICLE,East Lake,33.74804,-84.29971,2017-09-22 18:00:00
172661016,3018 W PINE VALLEY RD NW,Morning Watch,,LARCENY-FROM VEHICLE,Arden/Habersham,33.837709999999994,-84.40098,2017-09-22 20:00:00
172661076,2325 MARIETTA BLVD NW,Unknown,23,LARCENY-FROM VEHICLE,,33.82033,-84.45297,2017-09-23 10:50:00
172661098,2020 BOLTON RD NW,Day Watch,,LARCENY-FROM VEHICLE,Riverside,33.81095,-84.47619,2017-09-23 10:45:00
172661221,1117 BIRCH ST SW,Day Watch,99,LARCENY-FROM VEHICLE,Sylvan Hills,33.705529999999996,-84.42456,2017-09-23 11:30:00
172661455,1875 PEACHTREE RD NE,Day Watch,6,LARCENY-FROM VEHICLE,Brookwood Hills,33.80618,-84.39384,2017-09-23 09:00:00
172661578,1176 CHATTAHOOCHEE AVE NW,Evening Watch,23,LARCENY-FROM VEHICLE,Blandtown,33.80073,-84.4263,2017-09-23 15:15:00
172661590,1720 MARIETTA BLVD NW,Evening Watch,23,LARCENY-FROM VEHICLE,Hills Park,33.80171,-84.43614000000001,2017-09-23 15:31:00
172661770,1883 PIEDMONT AVE NE,Evening Watch,8,LARCENY-FROM VEHICLE,Morningside/Lenox Park,33.80728,-84.36614,2017-09-23 09:30:00
172661776,791 WYLIE ST SE,Evening Watch,13,LARCENY-FROM VEHICLE,Reynoldstown,33.75251,-84.36156,2017-09-23 16:15:00
172661787,72 MARTIN AVE SE,Unknown,18,LARCENY-FROM VEHICLE,South Atlanta,33.717420000000004,-84.38589,2017-09-14 03:05:00
172661817,575 JUNIPER ST NE,Evening Watch,13,LARCENY-FROM VEHICLE,Midtown,33.77147,-84.3833,2017-09-23 14:40:00
172661827,1093 WEST AVE SW,Evening Watch,18,LARCENY-FROM VEHICLE,Pittsburgh,33.724940000000004,-84.39593,2017-09-22 22:00:00
172661843,58 6TH ST NE,Day Watch,18,LARCENY-FROM VEHICLE,Midtown,33.7775,-84.3853,2017-09-23 12:00:00
172661859,416 PINE ST,Evening Watch,13,LARCENY-FROM VEHICLE,Old Fourth Ward,33.76777,-84.37371999999999,2017-09-23 15:45:00
172661870,701 HIGHLAND AVE NE,Evening Watch,13,LARCENY-FROM VEHICLE,Old Fourth Ward,33.76124,-84.36391,2017-09-23 12:30:00
172661962,130 OAKCLIFF CT NW,Evening Watch,20,LARCENY-FROM VEHICLE,Oakcliff,33.75953,-84.4997,2017-09-23 18:13:00
172662099,3330 PIEDMONT RD NE @KROGER - PIEDMONT,Evening Watch,18,LARCENY-FROM VEHICLE,Buckhead Forest,33.84561,-84.37462,2017-09-23 18:30:00
172662682,375 14TH ST NW,Morning Watch,18,LARCENY-FROM VEHICLE,Home Park,33.78628,-84.39941,2017-09-23 22:00:00
172662687,1893 PIEDMONT RD NE,Morning Watch,18,LARCENY-FROM VEHICLE,Morningside/Lenox Park,33.80874,-84.36570999999999,2017-09-23 22:10:00
172660223,349 EDGEWOOD AVE SE,Morning Watch,13,LARCENY-NON VEHICLE,Sweet Auburn,33.75427,-84.37616,2017-09-23 01:28:00
172670102,3050 PEACHTREE RD NW,Morning Watch,21,LARCENY-FROM VEHICLE,Peachtree Heights West,33.83846,-84.3808,2017-09-23 21:30:00
172670125,522 PRYOR ST SW,Morning Watch,13,LARCENY-FROM VEHICLE,Mechanicsville,33.740429999999996,-84.39443,2017-09-23 23:50:00
172670462,190 BRADBERRY ST SW,Morning Watch,99,LARCENY-FROM VEHICLE,Castleberry Hill,33.749190000000006,-84.40024,2017-09-23 09:20:00
172670492,1950 HOWELL MILL RD NW,Morning Watch,26,LARCENY-FROM VEHICLE,Wildwood (NPU-C),33.80805,-84.41282,2017-09-23 23:45:00
172670609,3633 SATURN DR NW,Day Watch,13,LARCENY-FROM VEHICLE,Carroll Heights,33.77689,-84.50657,2017-09-24 04:15:00
172670654,2399 PARKLAND DR. NE,Day Watch,26,LARCENY-FROM VEHICLE,Lindbergh/Morosgo,33.8201,-84.36480999999999,2017-09-23 12:00:00
172670857,735 ELLSWORTH DR NW,Day Watch,20,LARCENY-FROM VEHICLE,Springlake,33.80992,-84.41215,2017-09-23 20:00:00
172670924,50 ARTS CENTER WAY NE,Evening Watch,13,LARCENY-FROM VEHICLE,Midtown,33.79003,-84.38658000000001,2017-09-23 17:45:00
172670982,1108 MURPHY AVE SW,Morning Watch,99,LARCENY-FROM VEHICLE,Oakland City,33.72468,-84.41967,2017-09-24 01:00:00
172671027,3480 GREENBRIAR PKWY SW,Day Watch,18,LARCENY-FROM VEHICLE,,33.68274,-84.50456,2017-09-24 10:04:00
172671082,82 SPRINGLAKE PL NW,Day Watch,20,LARCENY-FROM VEHICLE,Springlake,33.811679999999996,-84.41486,2017-09-23 23:30:00
172671131,570 SPRING ST NW,Day Watch,18,LARCENY-FROM VEHICLE,Downtown,33.76984,-84.38898,2017-09-24 12:00:00
172671157,250 AMAL DR SW,Day Watch,26,LARCENY-FROM VEHICLE,Betmar LaVilla,33.70588,-84.39604,2017-09-23 21:00:00
172671325,1700 NORTHSIDE DR NW,Evening Watch,18,LARCENY-FROM VEHICLE,Berkeley Park,33.80121,-84.40791,2017-09-24 14:15:00
172671380,2096 METROPOLITAN PKWY SW,Evening Watch,18,LARCENY-FROM VEHICLE,Sylvan Hills,33.69732,-84.40799,2017-09-24 15:30:00
172671480,2335 ADAMS DR NW,Evening Watch,18,LARCENY-FROM VEHICLE,Bolton,33.8195,-84.45470999999999,2017-09-24 14:30:00
172671517,2126 ADAMS OVERLOOK NW,Evening Watch,20,LARCENY-FROM VEHICLE,Bolton,33.813759999999995,-84.45385999999999,2017-09-23 19:45:00
172671583,438 MORELAND AVE NE,Evening Watch,,LARCENY-FROM VEHICLE,Inman Park,33.76634,-84.34916,2017-09-24 15:30:00
172671646,650 HAMILTON AVE SE,Evening Watch,18,LARCENY-FROM VEHICLE,Boulevard Heights,33.72587,-84.36652,2017-09-24 14:00:00
172671686,3550 CAMPBELLTON RD SW,Evening Watch,23,LARCENY-FROM VEHICLE,,33.69004,-84.50488,2017-09-24 18:40:00
172671840,950 MARIETTA ST NW,Evening Watch,13,LARCENY-FROM VEHICLE,Marietta Street Artery,33.77689,-84.40807,2017-09-24 18:50:00
172671876,602 N HIGHLAND AVE NE @MANUELS,Evening Watch,,LARCENY-FROM VEHICLE,Poncey-Highland,33.770790000000005,-84.35262,2017-09-24 18:00:00
172671885,125 MILTON AVE SE,Evening Watch,18,LARCENY-FROM VEHICLE,Chosewood Park,33.721540000000005,-84.3837,2017-09-24 18:00:00
172672039,161 PEACHTREE CENTER AVE NE,Evening Watch,18,LARCENY-FROM VEHICLE,Downtown,33.75889,-84.38596,2017-09-24 18:45:00
172672108,351 MORELAND AVE NE,Evening Watch,18,LARCENY-FROM VEHICLE,Candler Park,33.76397,-84.34912,2017-09-24 21:20:00
172672163,40 ELLIS ST NE,Evening Watch,18,LARCENY-FROM VEHICLE,Downtown,33.75849,-84.3858,2017-09-24 00:00:00
172672206,609 VIRGINIA AVE NE @TROLLEY SQUARE,Morning Watch,13,LARCENY-FROM VEHICLE,Virginia Highland,33.78138,-84.36691,2017-09-24 22:53:00
172672217,125 5TH ST NE,Morning Watch,13,LARCENY-FROM VEHICLE,Midtown,33.77598,-84.38339,2017-09-24 21:00:00
172670714,3500 MARTIN L KING JR DR SW,Day Watch,8,LARCENY-NON VEHICLE,Adamsville,33.75755,-84.50253000000001,2017-09-24 08:18:00
172670831,835 MARTIN L KING JR DR NW,Day Watch,8,LARCENY-NON VEHICLE,Vine City,33.75479,-84.41448000000001,2017-09-24 09:00:00
172671527,2841 GREENBRIAR PKWY,Evening Watch,99,LARCENY-NON VEHICLE,Greenbriar,33.68992,-84.48917,2017-09-24 17:13:00
172671624,2900 PEACHTREE RD NW @PUBLIX - PEACHTREE,Evening Watch,12,LARCENY-NON VEHICLE,Peachtree Heights West,33.83362,-84.38337,2017-09-24 17:38:00
172670338,84 12TH ST NE,Morning Watch,18,LARCENY-FROM VEHICLE,Midtown,33.78464,-84.38494,2017-09-23 23:00:00
172670741,2000 MONROE PL NE,Day Watch,26,LARCENY-FROM VEHICLE,Piedmont Heights,33.8103,-84.37025,2017-09-23 23:00:00
172671134,468 BOULEVARD NE,Unknown,20,LARCENY-FROM VEHICLE,Old Fourth Ward,33.767140000000005,-84.37201,2017-09-24 10:00:00
172661831,807 CASCADE AVENUE SW,Evening Watch,18,LARCENY-NON VEHICLE,Cascade Avenue/Road,33.73318,-84.4378,2017-09-24 17:01:00
172670781,207 13TH ST NE,Morning Watch,18,LARCENY-NON VEHICLE,Midtown,33.78529,-84.38063000000001,2017-09-16 14:00:00
172671304,1925 MONROE DR NE,Day Watch,20,LARCENY-NON VEHICLE,Piedmont Heights,33.80856,-84.37505999999999,2017-09-23 10:45:00
172671657,41 IRBY AVE NW,Evening Watch,3,LARCENY-NON VEHICLE,South Tuxedo Park,33.84133,-84.38028,2017-09-24 13:20:00
172672004,1700 STANTON RD SW,Evening Watch,26,LARCENY-NON VEHICLE,,33.709070000000004,-84.44364,2017-09-17 08:00:00
172672043,190 MARIETTA ST NW @CNN CENTER,Evening Watch,21,LARCENY-NON VEHICLE,Downtown,33.75857,-84.39421999999999,2017-09-24 15:00:00
172670327,3188 ROSWELL RD NW,Morning Watch,3,LARCENY-NON VEHICLE,South Tuxedo Park,33.84196,-84.37901,2017-09-24 02:22:00
172671069,72 MARTIN AVENUE SE,Day Watch,20,LARCENY-NON VEHICLE,South Atlanta,33.717420000000004,-84.38589,2017-09-22 13:10:00
172671306,1040 HUFF RD NW,Evening Watch,20,LARCENY-NON VEHICLE,Blandtown,33.78949,-84.42125,2017-09-24 08:00:00
172671310,265 WASHINGTON ST SW @TRINITY METHODIST,Day Watch,4,LARCENY-NON VEHICLE,Downtown,33.74752,-84.39056,2017-09-24 12:00:00
172670152,MECASLIN ST NW / LAURENT ST NW,Morning Watch,13,ROBBERY-PEDESTRIAN,Home Park,33.78761,-84.39990999999999,2017-09-24 00:34:00
172670185,232 7TH ST NE,Morning Watch,,ROBBERY-PEDESTRIAN,Midtown,33.7783,-84.37952,2017-09-24 01:00:00
172671894,3000 CONTINENTAL COLONY PKWY SW,Evening Watch,26,ROBBERY-PEDESTRIAN,Greenbriar,33.68077,-84.4937,2017-09-24 19:56:00
172670441,1919 METROPOLITAN PKWY SW,Morning Watch,3,AUTO THEFT,Sylvan Hills,33.702,-84.40818,2017-09-24 03:29:00
172671152,585 MCDANIEL ST SW,Day Watch,18,AUTO THEFT,Mechanicsville,33.73896,-84.40205999999999,2017-09-23 23:00:00
172671205,1530 ELLSWORTH INDUSTRIAL BLVD NW,Day Watch,,AUTO THEFT,Blandtown,33.797509999999996,-84.42713,2017-09-24 12:30:00
172671291,3480 GREENBRIAR PKWY SW,Day Watch,4,AUTO THEFT,,33.68274,-84.50456,2017-09-24 13:00:00
172671309,60 11TH ST,Evening Watch,18,AUTO THEFT,Midtown,33.78334,-84.38558,2017-09-23 20:00:00
172671683, HAYNES ST SW,Evening Watch,13,AUTO THEFT,Castleberry Hill,33.75385,-84.4015,2017-09-23 17:00:00
172671757,285 CENTENNIAL OLYMPIC P DR NW,Evening Watch,18,AUTO THEFT,Downtown,33.76259,-84.39191,2017-09-24 17:55:00
172672020,422 HILLSIDE DR SW,Morning Watch,20,AUTO THEFT,Capitol View Manor,33.717459999999996,-84.40159,2017-09-24 20:00:00
172672124,3760 PRINCETON LAKES PKWY SW,Evening Watch,,AUTO THEFT,Princeton Lakes,33.65753,-84.50990999999999,2017-09-24 20:30:00
172672222,844 ARGONNE AVE NE,Day Watch,13,AUTO THEFT,Midtown,33.77758,-84.37777,2017-09-23 09:00:00
172670070,1925 MONROE DR NE,Morning Watch,,AGG ASSAULT,Piedmont Heights,33.80856,-84.37505999999999,2017-09-24 00:00:00
172670228,3843 JONESBORO RD SE,Morning Watch,23,AGG ASSAULT,South River Gardens,33.64953,-84.36614,2017-09-24 01:25:00
172671899,3701 DOVER BLVD SW,Evening Watch,20,AGG ASSAULT,Wisteria Gardens,33.7539,-84.50895,2017-09-24 19:30:00
172671916,422 GREENHAVEN DR SE,Evening Watch,13,AGG ASSAULT,The Villages at East Lake,33.741620000000005,-84.31136,2017-09-24 20:06:00
172672171,1433 WESTMONT RD SW,Evening Watch,,AGG ASSAULT,Venetian Hills,33.716190000000005,-84.43778,2017-09-24 22:27:00
172672319,1060 WELCH STREET,Morning Watch,20,AGG ASSAULT,Pittsburgh,33.72606,-84.40472,2017-09-24 23:55:00
172670712,817 ELOISE CT SE,Day Watch,26,AGG ASSAULT,Grant Park,33.7343,-84.36118,2017-09-24 08:21:00
172671295,2308 EWING ST SW,Evening Watch,20,AGG ASSAULT,Fairburn,33.69157,-84.51968000000001,2017-09-24 14:30:00
172670257,2980 DELMAR LN NW,Morning Watch,18,AGG ASSAULT,,33.75517,-84.48481,2017-09-24 01:40:00
172671425,210 SAMPSON ST NE,Evening Watch,13,AGG ASSAULT,Old Fourth Ward,33.75997,-84.36568,2017-09-24 16:06:00
172671803,987 HILBURN DR SE,Evening Watch,20,AGG ASSAULT,East Atlanta,33.72717,-84.32715,2017-09-24 19:00:00
172671939,102 OLLIE ST NW @WASHINGTON PARK,Evening Watch,31,AGG ASSAULT,Washington Park,33.75799,-84.42286999999999,2017-09-24 20:15:00
